INFO:2023-12-28 15:41:26,260:magicstore:909:Starting 909 browser profile
INFO:2023-12-28 15:41:40,153:magicstore:909:Connecting to browser: ws://127.0.0.1:60486/devtools/browser/b3fbf2fe-43a1-4bfb-ab13-2d9ad5769a67
INFO:2023-12-28 15:41:45,170:magicstore:909:Creating new target
INFO:2023-12-28 15:41:45,215:magicstore:909:Attaching to target id=ECA34304AD29485C3C861E8CAA96A0E1
INFO:2023-12-28 15:41:45,219:magicstore:909:Navigating to https://magic.store
INFO:2023-12-28 15:41:47,446:magicstore:909:Click node: Account NodeId(119) touch
INFO:2023-12-28 15:41:48,374:magicstore:909:Click node: Login with EVM Wallet NodeId(142) touch
INFO:2023-12-28 15:41:51,852:metamask:909:Attaching to target id=47FFFF39A31062BD0D0243DE5CE6E683
INFO:2023-12-28 15:41:51,872:metamask:909:MetaMask signature request
INFO:2023-12-28 15:41:51,874:metamask:909:handling chrome-extension://jfmngdpfgiljdfoaojnioanneidgipjm/notification.html
INFO:2023-12-28 15:41:54,021:metamask:909:handling chrome-extension://jfmngdpfgiljdfoaojnioanneidgipjm/notification.html#unlock
INFO:2023-12-28 15:41:54,988:metamask:909:handling chrome-extension://jfmngdpfgiljdfoaojnioanneidgipjm/notification.html#
INFO:2023-12-28 15:41:54,994:metamask:909:handling chrome-extension://jfmngdpfgiljdfoaojnioanneidgipjm/notification.html#confirm-transaction
INFO:2023-12-28 15:41:54,997:metamask:909:handling chrome-extension://jfmngdpfgiljdfoaojnioanneidgipjm/notification.html#confirm-transaction/a0a75670-a597-11ee-956d-3554ca0b4301/signature-request
INFO:2023-12-28 15:41:55,055:magicstore:909:Click node:  NodeId(50) mouse
